0.001 4.1193e-07
0.0015 8.11305e-07
0.002 1.36787e-06
0.0025 2.06482e-06
0.003125 3.06148e-06
0.004 4.66378e-06
0.005 6.71171e-06
0.006 9.01259e-06
0.007 1.11209e-05
0.008 1.13019e-05
0.009 1.14507e-05
0.010375 1.4661e-05
0.0125 1.9263e-05
0.015 2.51547e-05
0.0175 3.13433e-05
0.02 3.47192e-05
0.0225 4.48789e-05
0.025 5.05233e-05
0.0275 5.62725e-05
0.030625 6.52139e-05
0.035 9.41475e-05
0.04 0.000112699
0.045 0.00012839
0.05 0.000148993
0.055 0.000171898
0.06 0.000187718
0.065 0.00020853
0.07 0.000232219
0.075 0.000246204
0.08 0.000267463
0.085 0.000286886
0.09 0.000316069
0.095 0.000332926
0.105 0.000384423
0.125 0.000497393
0.15 0.000650178
0.175 0.000819359
0.2 0.00100838
0.225 0.00119597
0.25 0.00140521
0.275 0.00163892
0.30625 0.00193541
0.35 0.00239592
0.4 0.00299956
0.45 0.00361663
0.5 0.00430807
0.55 0.00506399
0.6 0.00585127
0.65 0.00669302
0.7 0.00756343
0.75 0.00848746
0.8 0.0094807
0.85 0.0104947
0.9 0.0115683
0.95 0.0126861
1.05 0.0150095
1.25 0.0202556
1.5 0.0276464
1.75 0.0361025
2 0.0455101
2.25 0.0557849
2.5 0.0670863
2.75 0.0791574
3.0625 0.0955259
3.5 0.12068
4 0.151847
4.5 0.186612
5 0.224152
5.5 0.264894
6 0.308101
6.5 0.354227
7 0.401842
7.5 0.449782
8 0.500343
8.5 0.558354
9 0.612895
9.5 0.673872
10.5 0.791495
12.5 1.05266
15 1.40827
17.5 1.79378
20.625 2.29261
24.375 2.92427
27.5 3.47518
30.625 3.99023
35 4.7582
40 5.62853
45 6.46215
50 7.25119
55 8.01523
60 8.71035
65 9.34045
70 9.97501
75 10.6307
80 11.0339
85 11.6855
90 12.1672
95 12.7947
105 13.3525
125 14.8048
150 16.7621
175 18.4515
200 19.8311
225 22.0441
250 20.8485
275 20.1789
306.25 25.8551
350 22.926
